station_id,line,name,station_nm_eng,station_cd,fr_code,bldn_id,lat,lng,created_at,updated_at,geom
126,2호선,신대방,Sindaebang,0231,231,231,37.4874620,126.9131490,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.913149 37.487462)
127,2호선,영등포구청,Yeongdeungpo-gu Office,0236,236,236,37.5257060,126.8966100,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.89661 37.525706)
128,2호선,양천구청,Yangcheon-gu Office,0248,234-2,248,37.5123980,126.8658190,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.865819 37.512398)
129,2호선,을지로4가,Euljiro 4(sa)-ga,0204,204,204,37.5665950,126.9978170,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.997817 37.566595)
130,2호선,뚝섬,Ttukseom,0210,210,210,37.5471840,127.0473670,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.047367 37.547184)
131,2호선,신답,Sindap,0245,211-2,245,37.5700400,127.0464810,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.046481 37.57004)
132,2호선,강변,Gangbyeon,0214,214,214,37.5350950,127.0946810,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.094681 37.535095)
133,2호선,당산,Dangsan,0237,237,237,37.5349460,126.9027670,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.902767 37.534946)
134,2호선,을지로입구,Euljiro 1(il)-ga,0202,202,202,37.5660140,126.9826180,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.982618 37.566014)
135,2호선,봉천,Bongcheon,0229,229,229,37.4823620,126.9418920,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.941892 37.482362)
136,2호선,충정로,Chungjeongno,0243,243,243,37.5597040,126.9643780,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.964378 37.559704)
137,2호선,잠실새내,Jamsilsaenae,0217,217,217,37.5116870,127.0861620,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.086162 37.511687)
138,2호선,사당,Sadang,0226,226,226,37.4765380,126.9815440,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.981544 37.476538)
139,2호선,대림,Daerim,0233,233,233,37.4932430,126.8949320,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.894932 37.493243)
140,2호선,서울대입구,Seoul Nat`l Univ.,0228,228,228,37.4812470,126.9527390,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.952739 37.481247)
141,2호선,왕십리,Wangsimni,0208,208,208,37.5612380,127.0369540,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.036954 37.561238)
142,2호선,신정네거리,Sinjeongnegeori,0249,234-3,249,37.5200740,126.8529120,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.852912 37.520074)
143,2호선,낙성대,Nakseongdae,0227,227,227,37.4769300,126.9636930,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.963693 37.47693)
144,2호선,방배,Bangbae,0225,225,225,37.4814260,126.9975960,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.997596 37.481426)
145,2호선,신림,Sillim,0230,230,230,37.4842010,126.9297150,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.929715 37.484201)
146,2호선,서초,Seocho,0224,224,224,37.4918970,127.0079170,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.007917 37.491897)
147,2호선,시청,City Hall,0201,201,201,37.5635880,126.9754110,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.975411 37.563588)
148,2호선,용답,Yongdap,0244,211-1,244,37.5619040,127.0508990,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.050899 37.561904)
149,2호선,을지로3가,Euljiro 3(sam)-ga,0203,203,203,37.5663060,126.9916960,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.991696 37.566306)
150,2호선,성수,Seongsu,0211,211,211,37.5445810,127.0559610,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.055961 37.544581)
151,2호선,상왕십리,Sangwangsimni,0207,207,207,37.5643540,127.0293540,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.029354 37.564354)
152,2호선,교대,Seoul Nat`l Univ. of Education,0223,223,223,37.4939610,127.0146670,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.014667 37.493961)
153,2호선,강남,Gangnam,0222,222,222,37.4979900,127.0279120,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.027912 37.49799)
154,3호선,불광,Bulgwang,0312,322,312,37.6105530,126.9298200,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.92982 37.610553)
155,3호선,안국,Anguk,0318,328,318,37.5764770,126.9854430,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.985443 37.576477)
156,3호선,충무로,Chungmuro,0321,331,321,37.5614300,126.9940720,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.994072 37.56143)
157,3호선,을지로3가,Euljiro 3(sam)-ga,0320,330,320,37.5666720,126.9925480,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.992548 37.566672)
158,3호선,매봉,Maebong,0333,343,333,37.4869470,127.0467690,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.046769 37.486947)
159,3호선,동대입구,Dongguk Univ.,0322,332,322,37.5590520,127.0056020,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.005602 37.559052)
160,3호선,대치,Daechi,0335,345,335,37.4946120,127.0636420,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.063642 37.494612)
161,3호선,학여울,Hangnyeoul,0336,346,336,37.4966630,127.0705940,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.070594 37.496663)
162,3호선,옥수,Oksu,0325,335,325,37.5416840,127.0172690,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.017269 37.541684)
163,3호선,압구정,Apgujeong,0326,336,326,37.5270720,127.0284610,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.028461 37.527072)
164,3호선,종로3가,Jongno 3(sam)-ga,0319,329,319,37.5716050,126.9917910,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.991791 37.571605)
165,3호선,신사,Sinsa,0327,337,327,37.5163340,127.0201140,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.020114 37.516334)
166,3호선,경찰병원,National Police Hospital,0341,351,341,37.4959180,127.1245400,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.12454 37.495918)
167,3호선,잠원,Jamwon,0328,338,328,37.5127590,127.0112200,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.01122 37.512759)
168,3호선,대청,Daecheong,0337,347,337,37.4935140,127.0795320,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.079532 37.493514)
169,3호선,오금,Ogeum,0342,352,342,37.5021290,127.1283190,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.128319 37.502129)
170,3호선,백석,Baekseok,1954,313,1954,37.6431140,126.7878700,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.78787 37.643114)
171,3호선,고속터미널,Express Bus Terminal,0329,339,329,37.5048910,127.0049160,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.004916 37.504891)
172,3호선,교대,Seoul Nat`l Univ. of Education,0330,340,330,37.4930250,127.0137860,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.013786 37.493025)
173,3호선,남부터미널,Nambu Bus Terminal,0331,341,331,37.4850130,127.0161890,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.016189 37.485013)
174,3호선,일원,Irwon,0338,348,338,37.4836810,127.0843900,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.08439 37.483681)
175,3호선,수서,Suseo,0339,349,339,37.4873780,127.1019070,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.101907 37.487378)
176,3호선,가락시장,Garak Market,0340,350,340,37.4922450,127.1177570,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.117757 37.492245)
177,3호선,지축,Jichuk,0309,319,1949,37.6480170,126.9139700,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.91397 37.648017)
178,3호선,구파발,Gupabal,0310,320,310,37.6367630,126.9188210,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.918821 37.636763)
179,3호선,연신내,Yeonsinnae,0311,321,311,37.6192290,126.9210380,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.921038 37.619229)
180,3호선,녹번,Nokbeon,0313,323,313,37.6009270,126.9357560,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.935756 37.600927)
181,3호선,홍제,Hongje,0314,324,314,37.5890660,126.9437360,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.943736 37.589066)
182,3호선,무악재,Muakjae,0315,325,315,37.5822990,126.9502910,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.950291 37.582299)
183,3호선,독립문,Dongnimmun,0316,326,316,37.5745710,126.9577480,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.957748 37.574571)
184,3호선,경복궁,Gyeongbokgung,0317,327,317,37.5757620,126.9735300,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (126.97353 37.575762)
185,3호선,금호,Geumho,0324,334,324,37.5480340,127.0158720,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.015872 37.548034)
186,3호선,약수,Yaksu,0323,333,323,37.5548670,127.0105410,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.010541 37.554867)
187,3호선,도곡,Dogok,0334,344,334,37.4909220,127.0554520,2025-10-27 15:32:00.345032,2025-10-27 15:32:00.345032,POINT (127.055452 37.490922)
