section_id,line,up_station_name,up_station_code,down_station_name,down_station_code,section_order,via_coordinates,created_at,updated_at
340,7호선,장암,2711,도봉산,2712,1,"[[37.700109, 127.053196], [37.689241, 127.046509]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
341,7호선,도봉산,2712,수락산,2713,2,"[[37.689241, 127.046509], [37.67785, 127.055315]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
342,7호선,수락산,2713,마들,2714,3,"[[37.67785, 127.055315], [37.66494, 127.057675]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
343,7호선,마들,2714,노원,2715,4,"[[37.66494, 127.057675], [37.654836, 127.060462]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
344,7호선,노원,2715,중계,2716,5,"[[37.654836, 127.060462], [37.644583, 127.064303]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
345,7호선,중계,2716,하계,2717,6,"[[37.644583, 127.064303], [37.636352, 127.06799]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
346,7호선,하계,2717,공릉,2718,7,"[[37.636352, 127.06799], [37.625742, 127.072896]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
347,7호선,공릉,2718,태릉입구,2719,8,"[[37.625742, 127.072896], [37.618294, 127.075397]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
348,7호선,태릉입구,2719,먹골,2720,9,"[[37.618294, 127.075397], [37.610637, 127.077725]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
349,7호선,먹골,2720,중화,2721,10,"[[37.610637, 127.077725], [37.602545, 127.079264]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
350,7호선,중화,2721,상봉,2722,11,"[[37.602545, 127.079264], [37.595577, 127.085716]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
351,7호선,상봉,2722,면목,2723,12,"[[37.595577, 127.085716], [37.588579, 127.087503]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
352,7호선,면목,2723,사가정,2724,13,"[[37.588579, 127.087503], [37.580894, 127.088478]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
353,7호선,사가정,2724,용마산,2725,14,"[[37.580894, 127.088478], [37.573647, 127.086727]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
354,7호선,용마산,2725,중곡,2726,15,"[[37.573647, 127.086727], [37.565923, 127.08432]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
355,7호선,중곡,2726,군자,2727,16,"[[37.565923, 127.08432], [37.556897, 127.079338]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
356,7호선,군자,2727,어린이대공원,2728,17,"[[37.556897, 127.079338], [37.548014, 127.074658]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
357,7호선,어린이대공원,2728,건대입구,2729,18,"[[37.548014, 127.074658], [37.540786, 127.071011]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
358,7호선,건대입구,2729,자양,2730,19,"[[37.540786, 127.071011], [37.53154, 127.066704]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
359,7호선,자양,2730,청담,2731,20,"[[37.53154, 127.066704], [37.519365, 127.05335]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
360,7호선,청담,2731,강남구청,2732,21,"[[37.519365, 127.05335], [37.517179, 127.041255]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
361,7호선,강남구청,2732,학동,2733,22,"[[37.517179, 127.041255], [37.514229, 127.031656]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
362,7호선,학동,2733,논현,2734,23,"[[37.514229, 127.031656], [37.511093, 127.021415]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
363,7호선,논현,2734,반포,2735,24,"[[37.511093, 127.021415], [37.508178, 127.011727]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
364,7호선,반포,2735,고속터미널,2736,25,"[[37.508178, 127.011727], [37.503367, 127.005068]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
365,7호선,고속터미널,2736,내방,2737,26,"[[37.503367, 127.005068], [37.487618, 126.993513]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
366,7호선,내방,2737,이수,2738,27,"[[37.487618, 126.993513], [37.485196, 126.981605]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
367,7호선,이수,2738,남성,2739,28,"[[37.485196, 126.981605], [37.484596, 126.971251]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
368,7호선,남성,2739,숭실대입구,2740,29,"[[37.484596, 126.971251], [37.496029, 126.953822]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
369,7호선,숭실대입구,2740,상도,2741,30,"[[37.496029, 126.953822], [37.502834, 126.94791]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
370,7호선,상도,2741,장승배기,2742,31,"[[37.502834, 126.94791], [37.504898, 126.93915]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
371,7호선,장승배기,2742,신대방삼거리,2743,32,"[[37.504898, 126.93915], [37.499701, 126.928276]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
372,7호선,신대방삼거리,2743,보라매,2744,33,"[[37.499701, 126.928276], [37.499872, 126.920428]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
373,7호선,보라매,2744,신풍,2745,34,"[[37.499872, 126.920428], [37.50008, 126.90993]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
374,7호선,신풍,2745,대림,2746,35,"[[37.50008, 126.90993], [37.493013, 126.897075]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
375,7호선,대림,2746,남구로,2747,36,"[[37.493013, 126.897075], [37.486056, 126.887249]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
376,7호선,남구로,2747,가산디지털단지,2748,37,"[[37.486056, 126.887249], [37.480338, 126.882656]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
377,7호선,가산디지털단지,2748,철산,2749,38,"[[37.480338, 126.882656], [37.47605, 126.867911]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
378,7호선,철산,2749,광명사거리,2750,39,"[[37.47605, 126.867911], [37.479252, 126.854876]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
379,7호선,광명사거리,2750,천왕,2751,40,"[[37.479252, 126.854876], [37.486637, 126.838713]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
380,7호선,천왕,2751,온수,2752,41,"[[37.486637, 126.838713], [37.492092, 126.823023]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
381,7호선,온수,2752,까치울,3753,42,"[[37.492092, 126.823023], [37.50613, 126.81093]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
382,7호선,까치울,3753,부천종합운동장,3754,43,"[[37.50613, 126.81093], [37.50502, 126.79661]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
383,7호선,부천종합운동장,3754,춘의,3755,44,"[[37.50502, 126.79661], [37.50365, 126.78828]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
384,7호선,춘의,3755,신중동,3756,45,"[[37.50365, 126.78828], [37.50282, 126.77566]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
385,7호선,신중동,3756,부천시청,3757,46,"[[37.50282, 126.77566], [37.50444, 126.76364]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
386,7호선,부천시청,3757,상동,3758,47,"[[37.50444, 126.76364], [37.505814, 126.753163]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
387,7호선,상동,3758,삼산체육관,3759,48,"[[37.505814, 126.753163], [37.50724, 126.74179]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
388,7호선,삼산체육관,3759,굴포천,3760,49,"[[37.50724, 126.74179], [37.50681, 126.73234]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
389,7호선,굴포천,3760,부평구청,3761,50,"[[37.50681, 126.73234], [37.50848, 126.72077]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
390,7호선,부평구청,3761,산곡,3762,51,"[[37.50848, 126.72077], [37.5086, 126.7035277]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
391,7호선,산곡,3762,석남,3763,52,"[[37.5086, 126.7035277], [37.5062285, 126.6762813]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
392,8호선,암사,2811,천호,2812,1,"[[37.55021, 127.127562], [37.538113, 127.123254]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
393,8호선,천호,2812,강동구청,2813,2,"[[37.538113, 127.123254], [37.530341, 127.120508]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
394,8호선,강동구청,2813,몽촌토성,2814,3,"[[37.530341, 127.120508], [37.517409, 127.112359]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
395,8호선,몽촌토성,2814,잠실,2815,4,"[[37.517409, 127.112359], [37.514692, 127.104338]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
396,8호선,잠실,2815,석촌,2816,5,"[[37.514692, 127.104338], [37.505557, 127.106832]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
397,8호선,석촌,2816,송파,2817,6,"[[37.505557, 127.106832], [37.499703, 127.112183]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
398,8호선,송파,2817,가락시장,2818,7,"[[37.499703, 127.112183], [37.492888, 127.118398]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
399,8호선,가락시장,2818,문정,2819,8,"[[37.492888, 127.118398], [37.485855, 127.1225]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
400,8호선,문정,2819,장지,2820,9,"[[37.485855, 127.1225], [37.478703, 127.126191]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
401,8호선,장지,2820,복정,2821,10,"[[37.478703, 127.126191], [37.471052, 127.126732]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
402,8호선,복정,2821,남위례,2828,11,"[[37.471052, 127.126732], [37.4624, 127.13977]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
403,8호선,남위례,2828,산성,2822,12,"[[37.4624, 127.13977], [37.457122, 127.149908]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
404,8호선,산성,2822,남한산성입구,2823,13,"[[37.457122, 127.149908], [37.451535, 127.159816]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
405,8호선,남한산성입구,2823,단대오거리,2824,14,"[[37.451535, 127.159816], [37.44521, 127.156866]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
406,8호선,단대오거리,2824,신흥,2825,15,"[[37.44521, 127.156866], [37.440918, 127.147564]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
407,8호선,신흥,2825,수진,2826,16,"[[37.440918, 127.147564], [37.437428, 127.140722]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
408,8호선,수진,2826,모란,2827,17,"[[37.437428, 127.140722], [37.433824, 127.129837]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
409,9호선,개화,4101,김포공항,4102,1,"[[37.578608, 126.798153], [37.561916, 126.802152]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
410,9호선,김포공항,4102,공항시장,4103,2,"[[37.561916, 126.802152], [37.563726, 126.810678]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
411,9호선,공항시장,4103,신방화,4104,3,"[[37.563726, 126.810678], [37.567532, 126.816601]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
412,9호선,신방화,4104,마곡나루,4105,4,"[[37.567532, 126.816601], [37.566778, 126.82731]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
413,9호선,마곡나루,4105,양천향교,4106,5,"[[37.566778, 126.82731], [37.568381, 126.841333]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
414,9호선,양천향교,4106,가양,4107,6,"[[37.568381, 126.841333], [37.561391, 126.854456]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
415,9호선,가양,4107,증미,4108,7,"[[37.561391, 126.854456], [37.557402, 126.861939]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
416,9호선,증미,4108,등촌,4109,8,"[[37.557402, 126.861939], [37.550632, 126.865689]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
417,9호선,등촌,4109,염창,4110,9,"[[37.550632, 126.865689], [37.546936, 126.874916]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
418,9호선,염창,4110,신목동,4111,10,"[[37.546936, 126.874916], [37.544277, 126.88308]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
419,9호선,신목동,4111,선유도,4112,11,"[[37.544277, 126.88308], [37.53802, 126.893525]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
420,9호선,선유도,4112,당산,4113,12,"[[37.53802, 126.893525], [37.533406, 126.902809]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
421,9호선,당산,4113,국회의사당,4114,13,"[[37.533406, 126.902809], [37.528105, 126.917874]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
422,9호선,국회의사당,4114,여의도,4115,14,"[[37.528105, 126.917874], [37.52176, 126.92403]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
423,9호선,여의도,4115,샛강,4116,15,"[[37.52176, 126.92403], [37.517274, 126.928422]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
424,9호선,샛강,4116,노량진,4117,16,"[[37.517274, 126.928422], [37.513534, 126.941005]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
425,9호선,노량진,4117,노들,4118,17,"[[37.513534, 126.941005], [37.512887, 126.953222]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
426,9호선,노들,4118,흑석,4119,18,"[[37.512887, 126.953222], [37.50877, 126.963708]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
427,9호선,흑석,4119,동작,4120,19,"[[37.50877, 126.963708], [37.502878, 126.978153]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
428,9호선,동작,4120,구반포,4121,20,"[[37.502878, 126.978153], [37.501364, 126.987332]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
429,9호선,구반포,4121,신반포,4122,21,"[[37.501364, 126.987332], [37.503415, 126.995925]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
430,9호선,신반포,4122,고속터미널,4123,22,"[[37.503415, 126.995925], [37.50598, 127.004403]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
431,9호선,고속터미널,4123,사평,4124,23,"[[37.50598, 127.004403], [37.504206, 127.015259]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
432,9호선,사평,4124,신논현,4125,24,"[[37.504206, 127.015259], [37.504598, 127.02506]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
433,9호선,신논현,4125,언주,4126,25,"[[37.504598, 127.02506], [37.507287, 127.033868]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
434,9호선,언주,4126,선정릉,4127,26,"[[37.507287, 127.033868], [37.510297, 127.043999]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
435,9호선,선정릉,4127,삼성중앙,4128,27,"[[37.510297, 127.043999], [37.513011, 127.053282]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
436,9호선,삼성중앙,4128,봉은사,4129,28,"[[37.513011, 127.053282], [37.514219, 127.060245]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
437,9호선,봉은사,4129,종합운동장,4130,29,"[[37.514219, 127.060245], [37.511426, 127.076275]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
438,9호선,종합운동장,4130,삼전,4131,30,"[[37.511426, 127.076275], [37.504738, 127.088025]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
439,9호선,삼전,4131,석촌고분,4132,31,"[[37.504738, 127.088025], [37.502558, 127.097033]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
440,9호선,석촌고분,4132,석촌,4133,32,"[[37.502558, 127.097033], [37.505208, 127.10704]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
441,9호선,석촌,4133,송파나루,4134,33,"[[37.505208, 127.10704], [37.510372, 127.112216]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
442,9호선,송파나루,4134,한성백제,4135,34,"[[37.510372, 127.112216], [37.516404, 127.116503]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
443,9호선,한성백제,4135,올림픽공원,4136,35,"[[37.516404, 127.116503], [37.516269, 127.130288]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
444,9호선,올림픽공원,4136,둔촌오륜,4137,36,"[[37.516269, 127.130288], [37.519683, 127.137989]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
445,9호선,둔촌오륜,4137,중앙보훈병원,4138,37,"[[37.519683, 127.137989], [37.529191, 127.148739]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
446,인천1호선,계양,3110,귤현,3111,1,"[[37.571449, 126.73578], [37.566379, 126.742654]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
447,인천1호선,귤현,3111,박촌,3112,2,"[[37.566379, 126.742654], [37.553703, 126.745077]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
448,인천1호선,박촌,3112,임학,3113,3,"[[37.553703, 126.745077], [37.545059, 126.738665]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
449,인천1호선,임학,3113,계산,3114,4,"[[37.545059, 126.738665], [37.543238, 126.728128]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
450,인천1호선,계산,3114,경인교대입구,3115,5,"[[37.543238, 126.728128], [37.538157, 126.722597]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
451,인천1호선,경인교대입구,3115,작전,3116,6,"[[37.538157, 126.722597], [37.530415, 126.722527]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
452,인천1호선,작전,3116,갈산,3117,7,"[[37.530415, 126.722527], [37.517268, 126.721514]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
453,인천1호선,갈산,3117,부평구청,3118,8,"[[37.517268, 126.721514], [37.508407, 126.720555]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
454,인천1호선,부평구청,3118,부평시장,3119,9,"[[37.508407, 126.720555], [37.498383, 126.722244]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
455,인천1호선,부평시장,3119,부평,3120,10,"[[37.498383, 126.722244], [37.490535, 126.723453]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
456,인천1호선,부평,3120,동수,3121,11,"[[37.490535, 126.723453], [37.485312, 126.718247]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
457,인천1호선,동수,3121,부평삼거리,3122,12,"[[37.485312, 126.718247], [37.477679, 126.710208]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
458,인천1호선,부평삼거리,3122,간석오거리,3123,13,"[[37.477679, 126.710208], [37.467048, 126.707938]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
459,인천1호선,간석오거리,3123,인천시청,3124,14,"[[37.467048, 126.707938], [37.457263, 126.702143]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
460,인천1호선,인천시청,3124,예술회관,3125,15,"[[37.457263, 126.702143], [37.449396, 126.701012]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
461,인천1호선,예술회관,3125,인천터미널,3126,16,"[[37.449396, 126.701012], [37.442383, 126.699706]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
462,인천1호선,인천터미널,3126,문학경기장,3127,17,"[[37.442383, 126.699706], [37.434935, 126.698579]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
463,인천1호선,문학경기장,3127,선학,3128,18,"[[37.434935, 126.698579], [37.426684, 126.698863]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
464,인천1호선,선학,3128,신연수,3129,19,"[[37.426684, 126.698863], [37.41804, 126.693863]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
465,인천1호선,신연수,3129,원인재,3130,20,"[[37.41804, 126.693863], [37.412333, 126.687869]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
466,인천1호선,원인재,3130,동춘,3131,21,"[[37.412333, 126.687869], [37.404737, 126.681015]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
467,인천1호선,동춘,3131,동막,3132,22,"[[37.404737, 126.681015], [37.397878, 126.674005]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
468,인천1호선,동막,3132,캠퍼스타운,3133,23,"[[37.397878, 126.674005], [37.387855, 126.661673]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
469,인천1호선,캠퍼스타운,3133,테크노파크,3134,24,"[[37.387855, 126.661673], [37.382268, 126.656365]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
470,인천1호선,테크노파크,3134,지식정보단지,3135,25,"[[37.382268, 126.656365], [37.378384, 126.645168]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
471,인천1호선,지식정보단지,3135,인천대입구,3136,26,"[[37.378384, 126.645168], [37.386007, 126.639484]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
472,인천1호선,인천대입구,3136,센트럴파크,3137,27,"[[37.386007, 126.639484], [37.393054, 126.634729]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
473,인천1호선,센트럴파크,3137,국제업무지구,3138,28,"[[37.393054, 126.634729], [37.399907, 126.630347]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
474,인천1호선,국제업무지구,3138,송도달빛축제공원,3139,29,"[[37.399907, 126.630347], [37.407143, 126.62597]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
475,인천2호선,검단오류,3201,왕길,3202,1,"[[37.594877, 126.627178], [37.59518, 126.642696]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
476,인천2호선,왕길,3202,검단사거리,3203,2,"[[37.59518, 126.642696], [37.60185, 126.657108]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
477,인천2호선,검단사거리,3203,마전,3204,3,"[[37.60185, 126.657108], [37.597566, 126.666998]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
478,인천2호선,마전,3204,완정,3205,4,"[[37.597566, 126.666998], [37.592928, 126.673203]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
479,인천2호선,완정,3205,독정,3206,5,"[[37.592928, 126.673203], [37.585212, 126.675844]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
480,인천2호선,독정,3206,검암,3207,6,"[[37.585212, 126.675844], [37.56866, 126.675687]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
481,인천2호선,검암,3207,검바위,3208,7,"[[37.56866, 126.675687], [37.561405, 126.677566]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
482,인천2호선,검바위,3208,아시아드경기장,3209,8,"[[37.561405, 126.677566], [37.5517, 126.677122]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
483,인천2호선,아시아드경기장,3209,서구청,3210,9,"[[37.5517, 126.677122], [37.543742, 126.676787]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
484,인천2호선,서구청,3210,가정,3211,10,"[[37.543742, 126.676787], [37.524649, 126.675539]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
485,인천2호선,가정,3211,가정중앙시장,3212,11,"[[37.524649, 126.675539], [37.517054, 126.676672]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
486,인천2호선,가정중앙시장,3212,석남,3213,12,"[[37.517054, 126.676672], [37.506193, 126.676203]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
487,인천2호선,석남,3213,서부여성회관,3214,13,"[[37.506193, 126.676203], [37.500168, 126.675795]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
488,인천2호선,서부여성회관,3214,인천가좌,3215,14,"[[37.500168, 126.675795], [37.4897, 126.675208]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
489,인천2호선,인천가좌,3215,가재울,3216,15,"[[37.4897, 126.675208], [37.484192, 126.683673]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
490,인천2호선,가재울,3216,주안국가산단,3217,16,"[[37.484192, 126.683673], [37.473703, 126.68113]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
491,인천2호선,주안국가산단,3217,주안,3218,17,"[[37.473703, 126.68113], [37.464992, 126.679098]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
492,인천2호선,주안,3218,시민공원,3219,18,"[[37.464992, 126.679098], [37.458335, 126.681192]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
493,인천2호선,시민공원,3219,석바위시장,3220,19,"[[37.458335, 126.681192], [37.457611, 126.692575]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
494,인천2호선,석바위시장,3220,인천시청,3221,20,"[[37.457611, 126.692575], [37.456833, 126.701306]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
495,인천2호선,인천시청,3221,석천사거리,3222,21,"[[37.456833, 126.701306], [37.456805, 126.709986]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
496,인천2호선,석천사거리,3222,모래내시장,3223,22,"[[37.456805, 126.709986], [37.45583, 126.719298]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
497,인천2호선,모래내시장,3223,만수,3224,23,"[[37.45583, 126.719298], [37.454911, 126.732094]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
498,인천2호선,만수,3224,남동구청,3225,24,"[[37.454911, 126.732094], [37.448161, 126.736939]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
499,인천2호선,남동구청,3225,인천대공원,3226,25,"[[37.448161, 126.736939], [37.448769, 126.752618]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
500,인천2호선,인천대공원,3226,운연,3227,26,"[[37.448769, 126.752618], [37.440127, 126.75997]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
501,경강선,판교,1501,성남,1512,1,"[[37.394761, 127.111217], [37.39468, 127.11945]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
502,경강선,성남,1512,이매,1502,2,"[[37.39468, 127.11945], [37.394655, 127.127819]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
503,경강선,이매,1502,삼동,1503,3,"[[37.394655, 127.127819], [37.409522, 127.20336]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
504,경강선,삼동,1503,경기광주,1504,4,"[[37.409522, 127.20336], [37.399907, 127.25263]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
505,경강선,경기광주,1504,초월,1505,5,"[[37.399907, 127.25263], [37.374419, 127.299]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
